0       ,       9.8
0.15    ,       8
1       ,       2.6
1.2     ,       2
1.5     ,       1.3
2.95    ,       0.2
2.3     ,       0.4
0.5     ,       5
0.1     ,       8,6
1.1     ,       2.4       
